text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@AmericanAir I am still waiting for that call back. Stranded and no one to talk to,negative,1.0,still waiting call back strange one talk,-1
@AmericanAir Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!,positive,1.0,aren ride rock star employee miracle worker really appreciated help morning,1
@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!,negative,1.0,trying talk customer service add lap child get hold anybody need help,-1
"@AmericanAir @Active_Aly thx. We have already been on the iberia website, and seat reservation is unavailable. Hopefully we can call them.",negative,0.655,the already siberia webster seat reservation available hopefully call,-1
@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?,negative,1.0,merger cluster inefficiency misinformation going done,-1
.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.,negative,1.0,would nice could actually talk reserve team hang since last night,-1
@AmericanAir why is there only one checkpoint open at JFK terminal 8? Ridiculous.,negative,1.0,one checkpoint open of terminal ridiculous,-1
@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.,negative,1.0,now flight crew show min flight watering a nice treat customer,-1
@AmericanAir.If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it.#AmericanAirlines,negative,1.0,miss saying goodby friend cause happy service swear never hear end americanairlines,-1
@AmericanAir .. UMM hello?,neutral,0.6815,ulm hello,0
@AmericanAir QSVGRU when would the next flight arrive?,neutral,1.0,qsvgru would next flight arrive,0
@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether,negative,1.0,absolutely false some comedy error inch watering etc getyouracttogether,-1
@AmericanAir how do I see your report team?,negative,1.0,see report team,-1
@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines,negative,1.0,hour still call back hung automatic system americanairlines,-1
"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering",negative,1.0,bet make screw right thing need bag job grounded today painandsuffering,-1
"@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time, so I hope I get a call back ASAP.",negative,0.6678,last thing want deal w mon already waited suggested wait time hope get call back sap,-1
@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.,negative,1.0,get automatic system hang finally get message call back hour,-1
@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???,negative,1.0,say agent busy try back late flight,-1
"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u",negative,1.0,file low tjycqh bag airport since last note schedule get up aunt aft u shed b ashamed disgusted w u,-1
@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer,negative,1.0,remained hold he resolve flight schedule amp system hung unhappycustomer,-1
@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.,negative,1.0,two day trying reach americanairlines customer service change flight,-1
@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!,negative,1.0,death dear friend heart broken americanairlines heated,-1
@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.,negative,1.0,spent hour trying check use military id luggage missed boarding pas amp forced line,-1
@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.,negative,1.0,customer service via phone person stone wall giant middle finger painted,-1
"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help",negative,1.0,day call bag anyone pick call held oh til holding insane help,-1
"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back",negative,1.0,way ruin vacation brother called night multiple place line get dead air call back,-1
"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?",negative,1.0,trying change flight hang pp bc call volume high joke right,-1
@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,negative,1.0,thanks flight booking problem flight leaving luggage ny unbelievable,-1
@AmericanAir thank you!,positive,1.0,thank,1
@AmericanAir I Love American Airlines :D,positive,1.0,love american airline,1
"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air"".",negative,1.0,reservation phone system actually work know number unteachable callback dead air,-1
"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call",negative,1.0,told flight amp canceled lighted seem date time change waiting call,-1
@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!,positive,0.6623,v nice give breakfast voucher airport almost got whole drink,1
"@AmericanAir husband &amp; I complain about same flight. He gets voucher, I get nothing. Because he flew biz!? Who do I email about this?",negative,1.0,husband amp complain flight get voucher get nothing flew big email,-1
@AmericanAir no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated,negative,1.0,date relieving money sent letter post several email reply frustrated,-1
@AmericanAir you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!,negative,1.0,running hour behind replying anyone via twitter beyond unacceptable running time,-1
@AmericanAir hi do you have a phone number to ring from uk regarding claim for our Late Flight flight departure claim amount agreed just had no,neutral,0.6872,hi phone number ring up regarding claim late flight flight departure claim amount agreed,0
@AmericanAir not sure why we are being made to stand in line outside for plane that isn't ready to board when I could be sitting inside,negative,1.0,sure made stand line outside plane ready board could sitting inside,-1
"@AmericanAir even when I did get through, no one knew anything about my bag. This is ridiculous, I still don't have my bag from Saturday.",negative,1.0,even get one knew anything bag ridiculous still bag saturday,-1
@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff,negative,1.0,thank mr parker screwing chairman preferred fly a firstclass option treated like cap staff,-1
@AmericanAir thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjWoo7Qi,negative,1.0,think good c get everyone gate flight wait bc plane ready,-1
"@AmericanAir , CHECK DM PLEASE!",neutral,0.6849,check do please,0
"@AmericanAir got a callback at 1 am, took care of it. thanks.",neutral,0.6452,got callback took care thanks,0
@AmericanAir POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!,negative,1.0,poor experience day ord chin hemp w must waiting asked speak w supervisor told min mug,-1
@AmericanAir Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???,negative,1.0,trying reach american airline since last evening canceled flight flight worst customer service ever,-1
@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,negative,1.0,cruel amp unusual canceled flight flight w notice amp make someone stay hold min amp listen ad loop,-1
@AmericanAir can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!,negative,1.0,please help revoked incorrectly flight canceled lighted please fix felt tuesday,-1
@AmericanAir its now 17 days since I contacted customer relations... #surf #fail #BaggageDrama http://t.co/CS1673hrqQ,negative,1.0,day since contracted customer relation surf fail baggagedrama,-1
@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!,positive,1.0,eventually call got sure changed thank lot though,1
@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???,negative,0.6543,night someone please help need felt fixed please,-1
"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""",negative,1.0,tried day disconnected due heavy call volume,-1
@AmericanAir is flight 2413 to LA delayed?,neutral,1.0,flight la delayed,0
@AmericanAir Thanks :-) Good to be back safely. See you again soon!,positive,1.0,thanks good back safely see soon,1
"@AmericanAir Hey, what's happening with #AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow",negative,0.6372,hey happening a rich of appears squatted landed london heathrow,-1
@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview,negative,1.0,got call saying flight canceled lighted checked online canceled lighted near bad weather job interview,-1
"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?",neutral,0.6591,hello register tomorrow flight paris la vera feature currently available appears,0
@AmericanAir When did they start to sell water @AdmiralsClub ?,neutral,1.0,start sell water,0
@AmericanAir #worstcustservice you should have contingency plans for extra workers during bad weather. 4+ hours hold #ridiculous,negative,1.0,worstcustservice contingent plan extra worker bad weather hour hold ridiculous,-1
@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?,negative,0.6336,want know regarding connecting flight since st canceled lighted could assistance,-1
"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.",neutral,1.0,hi guy tell emergency a diverting heathrow rich new york thanks john,0
@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!,negative,1.0,please stop changing flight spring break th time,-1
@AmericanAir a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good,negative,1.0,school trip including sleep airport different stand flight good,-1
@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline. Get it together.,negative,1.0,customer service inferior nationalized third world nation airline get together,-1
"@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.",negative,1.0,canceled flight flight of delay u hour lost bag worst airline ever,-1
@AmericanAir Flight AAL65 declared state of emergency? Squawking 7700...,negative,0.6372,flight all declared state emergency squatting,-1
@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,negative,1.0,want thank guy hour delay flight a of due staff shortage weather,-1
@AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag! Really not happy,negative,1.0,delayed hour chicago still managed lose bag really happy,-1
@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!,negative,1.0,rubbish social medium air two hour late flight better canceled lighted,-1
@AmericanAir yes but you did manage to lose two of our bags. Horrendous airline.,negative,1.0,yes manage lose two bag horrendous airline,-1
"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)",positive,1.0,thanks guy got heading milan wednesday big week a family,1
@AmericanAir 953 our  fligth Somthing to talk  about this?,negative,1.0,flight something talk,-1
@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy,negative,1.0,interested possibly changing flight another day need see fee number busy,-1
@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all,negative,1.0,understand busy still gotten answer need get home guy helped,-1
@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.,negative,0.6672,yet called baggage status time yesterday,-1
@AmericanAir thanks. They did not charge anything in the end so all is good.,positive,0.6702,thanks charge anything end good,1
@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,positive,1.0,wonderful ff a flight pre dawn nice start day,1
@AmericanAir been on hold for for over two hours. After waiting 2 hours earlier. Can't get any info on my reservation. How is that ok?,negative,1.0,hold two hour waiting hour earlier get into reservation ok,-1
"@AmericanAir @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help.",negative,1.0,except wait time phone system hang continuing hold help,-1
"@AmericanAir LGA already by the time we pulled from the flight. QQBMUG. feel free to look up how many flights we've been ""reticketed"" on.",negative,1.0,la already time pulled flight qqbmug feel free look many flight reticketed,-1
"@AmericanAir @loganex except if you call now you'll get the same message. Trust me, I've tried.",negative,1.0,except call get message trust tried,-1
@AmericanAir westjet and your rep won't do anything about my lost luggage- which I never even checked with westjet because it was lost in,negative,1.0,westjet rep anything lost luggage never even checked westjet lost,-1
"@AmericanAir waited in the airport for two days to get home, not weather reLate Flightd. Dealt with horrible customer service. Finally switched to",negative,1.0,waited airport two day get home weather relate flight dealt horrible customer service finally switched,-1
@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭,negative,1.0,ignoring purpose sad enough automatic system hang,-1
@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.,negative,1.0,need talk get full refund trip call center offer assistance,-1
@AmericanAir why wont you find my luggage without blaming everyone else?,negative,1.0,wont find luggage without blaming everyone else,-1
@AmericanAir that all AA is for USAir Elite members. It's one big disappointment in the way we are treated. #epicfailure,negative,1.0,a said elite member one big disappointment way treated epicfailure,-1
"@AmericanAir we have been rebooked due to weather, but need to change our reservation and fly on the 24th, instead of the 23rd.",neutral,0.6577,revoked due weather need change reservation fly th instead rd,0
@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you,negative,1.0,love get agent phone automatic system hang,-1
@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.,negative,1.0,called at flight canceled flightlation flight canceled lighted sunday two call okay,-1
@AmericanAir Can you respond to my DM?,neutral,0.6877,respond do,0
"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic",negative,1.0,thank worst experience ever airline hope embarrassed airline pathetic,-1
@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego,neutral,1.0,airport figure someone tell flight san juan san diego,0
@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,neutral,0.6564,could let know staying tonight booked anything would great go,0
"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!",negative,1.0,week ago today arrived mimi still bag absolute disgrace,-1
@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass,neutral,0.6664,terminal the a ba say boarding pas,0
@AmericanAir so am I going to be homeless or do I have a place to stay tonight? Can you respond to me here so I can go back to sleep?,negative,1.0,going homeless place stay tonight respond go back sleep,-1
@AmericanAir at 5 am and have no clue if we have a place to stay or not,negative,1.0,clue place stay,-1
"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",negative,1.0,really do verify booked hotel extra night kind settling get call,-1
@AmericanAir extra night we have to stay in San Juan now. How can I check on that?,negative,0.6752,extra night stay san juan check,-1
@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the,negative,0.6546,hey got call saying flight rescheduled get anyone see providing hotel,-1
@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.,negative,1.0,wait bag go palmar get need tomorrow morning,-1
@AmericanAir More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei,neutral,1.0,less night party hotel sleep ebook way back pal,0
@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees,neutral,1.0,hi oka lax pal ord booked way save ward called change oka lax pox ord would pay fee,0
@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6),negative,1.0,calling different office already still sign baggage first time american air,-1
@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,negative,1.0,apologise frustration amp disappointment terrible service blameshiftoverload,-1
@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.,negative,1.0,got worked postpone trip pay extra though easy poor graduate student,-1
"@AmericanAir How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy, but need help.Thanks",negative,0.6536,best talk agent schedule canceled lighted flight one answer a know busy need help thanks,-1
@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.,negative,1.0,want waste time airline already robbed hour day definitely,-1
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative,0.6864,might urgent really,-1
@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4),negative,1.0,france two day without changing clothes nothing keep warm please locate bag send,-1
"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.",negative,1.0,flight of la first watering late flight push back crew he delay,-1
@AmericanAir Flight Cancelled Flighted 2nd time. Can't reach agent to reschedule. Can you call me?,negative,1.0,flight canceled lighted nd time reach agent schedule call,-1
"@AmericanAir my two coats were in that bag so i have been in france with no coat, walking around with a T shirt and one clean pair.(3)",negative,1.0,two coat bag france coat walking around shirt one clean pair,-1
@AmericanAir my bag is still in Miami and cannot be located?! How do you loose a bag like that? With a tag and everything?? (2),negative,1.0,bag still mimi located loose bag like tag everything,-1
"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)",negative,1.0,visiting s returning paris checked bag gate s arrived paris nothing,-1
@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min,negative,1.0,speaking language paid u line left min hold without answer latinamerican solved min,-1
"@AmericanAir Yep, was in one of my other camera memory card :D",positive,1.0,yep one camera memory card,1
"@AmericanAir is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again.",negative,1.0,terrible flight canceled lighted hold past hour never,-1
@AmericanAir I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful,negative,1.0,certainly hope la i th new plane seat feb th flight reverse god awful,-1
@AmericanAir 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend,negative,1.0,h student ithaca ny stuck mimi fits old u ebook get kid home use carrier alliance rulesshouldbend,-1
@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.,negative,1.0,hand worst airline travel really really fucking bad,-1
@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?,neutral,0.6667,use a credit platino select world mastercard alaska flight american,0
@AmericanAir Why did  AA973 return to JFK? Thanks :),neutral,1.0,a return of thanks,0
@AmericanAir is the 24/7 phone line open? On hold for over 2 hours now. Your check-in agents cannot help at the airport itself. Please help.,negative,1.0,phone line open hold hour check agent help airport please help,-1
@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs,negative,1.0,sense charge bag service service great losing luggage missing item b,-1
@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.,negative,1.0,sheer incompetence reigning dew today plane go runaway doubt,-1
"@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...",negative,0.6914,yes make home mean happy always chosen a st choice flying thinking,-1
@AmericanAir still waiting on a dm response..... #sloooowresponses,negative,1.0,still waiting do response sloowresponses,-1
@AmericanAir @robinreda that can be a stop over before Paris. You are an embarrassment,negative,1.0,stop paris embarrassment,-1
@AmericanAir @robinreda being stuck two days in the airport is not something pretty normal. I am positive you can find a plane to Europe,negative,1.0,stuck two day airport something pretty normal positive find plane europe,-1
@AmericanAir highly disappointed in the baggage service with this merge with @USAirways you guys have lost our 1st bag and now missing items,negative,1.0,highly disappointed baggage service merge guy lost st bag missing item,-1
@AmericanAir just landed - 3hours Late Flight - and now we need to wait TWENTY MORE MINUTES for a gate!  I have patience but none for incompetence.,negative,1.0,landed hour late flight need wait twenty minute gate patience none incompetence,-1
@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!,negative,1.0,finally called back spoken like worst prank call ever,-1
"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!",negative,1.0,wait time hour talk even put agent going,-1
@AmericanAir so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset,negative,1.0,one time upgrade first class luggage open missing valuable item replaced upset,-1
"@AmericanAir please rebook me from Seattle to Columbus Tue 2/24, locator: KARAAX, name: Mitchell M Neuer",neutral,1.0,please ebook seattle columbus the doctor karay name mitchell never,0
"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing",negative,1.0,still reply email sent th february even sent email asking acknowledgment received nothing,-1
@AmericanAir flight Cancelled Flighted! I'm trying to get to #chicago. What are me and @justynmoro gonna do. #flying#flight#travel,negative,1.0,flight canceled lighted trying get chicago on na flying flight travel,-1
@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :),negative,1.0,working time tonight got delayed day s could worse,-1
@AmericanAir it doesn't allow me to hold. That's the problem.,negative,1.0,allow hold problem,-1
@AmericanAir has to be the worst airline in the world #yousuck #horrible #Oscars2015,negative,1.0,worst airline world yousuck horrible oscar,-1
@AmericanAir Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?,neutral,1.0,reebooked tomorrow a ll dew arriving pm still open flight,0
".@AmericanAir @USAirways Add insult to injury you guys ""misplaced"" my bag. 

Can't believe you have to pay money to be treated this poorly.",negative,1.0,add insult injury guy misplaced bag believe pay money treated poorly,-1
@AmericanAir My connecting flight to DFW was Cancelled Flightled and need to get to IND tomorrow. Any way I can get this sorted out? Been holding 1h08,negative,1.0,connecting flight dew canceled lighted need get ind tomorrow way get sorted holding h,-1
@AmericanAir I would like to be reimbursed for my shuttle from Denver after #1080 diversion 6+ hours sitting in plane and mech problems,negative,1.0,would like reimbursed scuttle denver diversion hour sitting plane much problem,-1
@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???,negative,1.0,please reply mess ebook twice,-1
"@AmericanAir I've been on hold for 4 hrs, no call bk either. Family of 4 trying to get from HDN to DFW flight 1418 direct. Need new info plz",negative,1.0,hold he call by either family trying get hadn dew flight direct need new into ply,-1
@AmericanAir Can you check on he status of my EXP membership card? Need the physical card to access some international lounges soon.,neutral,0.6755,check status ex membership card need physical card access international lounge soon,0
@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down,negative,1.0,flight tomorrow canceled lighted guy keep letting,-1
@AmericanAir Thanks for the champagne  AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX,positive,1.0,thanks champagne a ord not celebrate tokyomarathon finish,1
"@AmericanAir I'm beyond confused here. why would you offer an earlier flight?? when they Cancelled Flightled 2222, I asked for TUES. please fix!",negative,1.0,beyond confused would offer earlier flight canceled lighted asked toes please fix,-1
@AmericanAir I'm in MEX.  I need to fly to New York City tomorrow. My new flight on Tuesday is unacceptable. Please help.,negative,1.0,me need fly new york city tomorrow new flight tuesday unacceptable please help,-1
@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!,negative,1.0,mon flight tomorrow canceled lighted w notice phone system said callback hour need go bed,-1
@AmericanAir I'm trying to reach the advantage department to add my number to a recent flight,negative,0.6516,trying reach advantage department add number recent flight,-1
@AmericanAir I am going to keep these tweets coming till AA does something...which I know is nothing..hoping I go way...not likely.,negative,1.0,going keep sweet coming till a something know nothing hoping go way likely,-1
@AmericanAir make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!,negative,1.0,make sure u insure luggage ashore a take stricken responsibility amp believe lie,-1
@AmericanAir-everyone: its been weeks&amp;those dickheads @ AA hadn't contacted me...they lost my checked bag &amp; carryon and haven't offer to pay,negative,1.0,everyone week amp dickhead a contracted lost checked bag amp carron offer pay,-1
@AmericanAir why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,negative,1.0,agent calling going thou doesn wait anything automatic stuff missed,-1
@AmericanAir 235.  We made it to Seattle...,neutral,1.0,made seattle,0
@AmericanAir we will not be flying with you or US air again. The changes and Cancelled Flightations leading up to today's big finale is unacceptable.,negative,1.0,flying u air change canceled flightations leading today big final unacceptable,-1
@AmericanAir thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We,negative,1.0,thanks apology bit late flight canceled fighting flight he advance due weather ridiculous,-1
@AmericanAir you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?,negative,1.0,canceled lighted flight tomorrow without telling want ebook please help book new flight call,-1
@AmericanAir The word failure means: an act or instance of failing or proving unsuccessful; lack of success nonperformance of something due.,negative,1.0,word failure mean act instance failing proving unsuccessful lack success nonperformance something due,-1
@AmericanAir Why offer automated call back option when agent is available only to call me &amp; have me sit on hold? At 12:30am. #onholdfordays,negative,1.0,offer automatic call back option agent available call amp sit hold onholdfordays,-1
@AmericanAir do you have the phone number of a supervisor i can speak to regarding my travels today,negative,0.6764,phone number supervisor speak regarding travel today,-1
@AmericanAir - Hanging up on customers with no chance for a callback is a failure of customer service. 1:30am EST and no one can answer? 2/2,negative,1.0,hanging customer chance callback failure customer service est one answer,-1
"@AmericanAir To think that I'm a ""Priority Member""! Wonder how you treat the plebes. I know which rewards card I'm Cancelled Flightling immediately.",negative,1.0,think priority member wonder treat place know reward card canceled fighting immediately,-1
"@AmericanAir - for the past 5.5 hours, call volume is so high that no one can take my call to Cancelled Flight my itinerary? #YoureDoingItWrong 1/2",negative,1.0,past hour call volume high one take call canceled flight itinerant youredoingitwrong,-1
"@AmericanAir Worst airline. You Cancelled Flight flight, don't let me know, I wait on hold 30 mins, told to enter callback for middle of the night?!!",negative,1.0,worst airline canceled flight flight let know wait hold min told enter callback middle night,-1
@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending,negative,1.0,guy give helping people phone tree hang flight tomorrow connection pending,-1
@AmericanAir you called back just to put me on hold. It's midnight. Literally just want to know how I'm getting home and I'm getting no help,negative,1.0,called back put hold midnight literally want know getting home getting help,-1
@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,negative,1.0,flight delayed hour one americanairlines counter tell husband flight help,-1
@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers,negative,1.0,happens many time upsetting see poorly airline treat customer,-1
"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?",negative,1.0,seriously rep available take phone call even platino,-1
@AmericanAir overall lack of attention or foresight when managing flights.,negative,1.0,overall lack attention foresight managing flight,-1
@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out,negative,1.0,stuck plane landing crew unable figure,-1
"@AmericanAir Also, been on hold for 30 minutes with your ""customer service"" to find out when my new flight is scheduled bc your site SUCKS",negative,1.0,also hold minute customer service find new flight schedule bc site suck,-1
@AmericanAir Yes and without my bags. 2 first class tickets to Tahiti would be nice. Just saying,negative,1.0,yes without bag first class ticket haiti would nice saying,-1
@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,negative,1.0,err hour wait time even plat line,-1
@AmericanAir can you please connect these two reservations together and also add a child in a lap. KEVOLT and SOZLDJ march 1. Thanks,neutral,1.0,please connect two reservation together also add child lap revolt sold march thanks,0
@AmericanAir ... Do I have to even say anything?  Over 6 hours on hold... No one has ever sucked as much as you. http://t.co/NcrMqIBIWo,negative,1.0,even say anything hour hold one ever sucked much,-1
@AmericanAir  MY FLIGHT #2962 OUT OF CLL @ 0600 WON'T LET ME CHECK IN. PLEASE HELP. #IMPORTANTFLIGHT,negative,1.0,flight all let check please help importantflight,-1
@AmericanAir Your agent sent our family on 3 diff planes to dfw that were as Late Flight due to delay as the Cancelled Flighted plane that started this #fail,negative,1.0,agent sent family if plane dew late flight due delay canceled lighted plane started fail,-1
"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours.",negative,1.0,finally got call a automatic voice hung called back amp say hour,-1
@AmericanAir I've been on hold ANOTHER hour and still nothing. My Cancelled Flighted flight was supposed to be six hours from now. #Stranded,negative,1.0,hold another hour still nothing canceled lighted flight supposed six hour strange,-1
